Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HoF
Travis Hansen,41.0,4.0,12.37,1.12,3.17,0.35,0.22,0.73,0.3,0.9,2.44,0.37,0.39,0.54,0.66,0.81,0.73,0.98,1.71,0.46,0.24,0.22,0.37,1.63,3.0,No
Travis Knight,371.0,58.0,12.31,1.41,3.21,0.44,0.04,0.16,0.26,1.37,3.06,0.45,0.44,0.58,0.84,0.7,1.19,1.94,3.13,0.6,0.37,0.59,0.66,2.17,3.44,No
Travis Leslie,10.0,0.0,4.5,0.5,1.4,0.36,0.0,0.0,0.0,0.5,1.4,0.36,0.36,0.4,0.9,0.44,0.6,0.3,0.9,0.5,0.2,0.2,0.2,0.4,1.4,No
Travis Mays,115.0,64.0,25.77,3.73,9.1,0.41,0.9,2.5,0.36,2.83,6.61,0.43,0.46,2.7,3.61,0.75,0.65,1.37,2.03,2.83,0.89,0.12,1.85,2.02,11.07,No
Travis Outlaw,656.0,104.0,20.97,3.21,7.61,0.42,0.59,1.72,0.34,2.62,5.9,0.44,0.46,1.51,2.02,0.75,0.78,2.41,3.19,0.84,0.53,0.61,0.83,1.64,8.51,No
Travis Wear,68.0,1.0,13.24,1.6,4.13,0.39,0.41,1.13,0.36,1.19,3.0,0.4,0.44,0.41,0.5,0.82,0.46,1.66,2.12,0.69,0.28,0.24,0.6,1.25,4.03,No
Travis Williams,47.0,0.0,9.09,1.32,2.81,0.47,0.0,0.02,0.0,1.32,2.79,0.47,0.47,0.57,1.06,0.54,1.26,1.11,2.36,0.47,0.43,0.13,0.77,1.38,3.21,No
Tree Rollins,995.0,463.0,20.44,2.05,3.91,0.53,0.0,0.01,0.0,2.05,3.9,0.53,0.53,0.88,1.24,0.71,1.76,3.88,5.64,0.53,0.41,2.08,0.85,2.74,4.98,No
Tremaine Fowlkes,103.0,27.0,11.97,1.02,2.5,0.41,0.04,0.19,0.2,0.98,2.3,0.43,0.42,0.84,1.07,0.79,0.91,1.3,2.21,0.52,0.46,0.06,0.49,1.42,2.92,No
Tremont Waters,11.0,1.0,10.82,1.27,4.45,0.29,0.36,2.18,0.17,0.91,2.27,0.4,0.33,0.73,0.73,1.0,0.0,1.09,1.09,1.45,0.91,0.18,1.36,1.18,3.64,No
Trent Tucker,756.0,207.0,20.73,3.43,7.45,0.46,0.76,1.87,0.41,2.67,5.58,0.48,0.51,0.63,0.83,0.75,0.68,1.33,2.01,2.03,0.9,0.12,0.78,2.11,8.25,No
Trenton Hassell,707.0,434.0,24.12,2.27,5.11,0.44,0.14,0.44,0.31,2.13,4.68,0.46,0.46,0.79,1.03,0.76,0.79,1.91,2.7,1.66,0.42,0.39,0.88,2.11,5.47,No
Treveon Graham,235.0,64.0,16.22,1.5,3.98,0.38,0.65,2.04,0.32,0.85,1.94,0.44,0.46,0.6,0.89,0.68,0.73,1.61,2.34,0.8,0.43,0.09,0.45,1.7,4.26,No
Trevon Duval,3.0,0.0,2.0,0.67,1.0,0.67,0.33,0.33,1.0,0.33,0.67,0.5,0.83,0.0,0.0,0.0,0.0,0.33,0.33,0.67,0.0,0.0,0.0,0.0,1.67,No
Trevor Ariza,1278.0,834.0,28.98,3.6,8.52,0.42,1.38,3.93,0.35,2.22,4.59,0.48,0.5,1.56,2.13,0.73,0.97,3.78,4.75,2.15,1.43,0.3,1.32,1.97,10.14,No
Trevor Booker,600.0,169.0,20.05,2.88,5.58,0.52,0.14,0.46,0.3,2.74,5.11,0.54,0.53,0.96,1.49,0.64,1.91,3.51,5.42,1.08,0.64,0.5,1.0,1.97,6.84,No
Trevor Ruffin,110.0,24.0,17.0,3.15,7.68,0.41,1.29,3.48,0.37,1.86,4.2,0.44,0.49,1.59,2.0,0.8,0.26,1.15,1.41,2.88,0.52,0.04,1.78,1.67,9.19,No
Trevor Wilson,160.0,26.0,17.69,2.64,5.66,0.47,0.0,0.04,0.0,2.64,5.62,0.47,0.47,1.32,2.35,0.56,1.71,2.21,3.91,1.07,0.55,0.16,1.31,1.75,6.61,No
Trevor Winter,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,No
Trey Burke,485.0,138.0,22.05,4.0,9.67,0.41,1.17,3.35,0.35,2.83,6.32,0.45,0.47,1.21,1.51,0.8,0.4,1.54,1.94,3.35,0.57,0.11,1.17,1.3,10.39,No
Trey Gilder,2.0,0.0,2.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,No
Trey Johnson,31.0,0.0,8.48,1.03,2.74,0.38,0.06,0.19,0.33,0.97,2.55,0.38,0.39,0.87,0.94,0.93,0.23,0.65,0.87,0.84,0.1,0.06,0.52,1.23,3.0,No
Trey Lyles,351.0,94.0,18.01,2.79,6.45,0.43,0.89,2.62,0.34,1.9,3.83,0.5,0.5,0.94,1.32,0.71,0.79,3.45,4.24,1.07,0.4,0.35,0.85,1.46,7.41,No
Trey McKinney-Jones,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
Trey Thompkins,24.0,0.0,4.96,1.0,2.54,0.39,0.17,0.54,0.31,0.83,2.0,0.42,0.43,0.21,0.29,0.71,0.17,0.83,1.0,0.12,0.12,0.12,0.25,0.42,2.38,No
Tristan Thompson,619.0,429.0,28.06,3.79,7.31,0.52,0.01,0.05,0.28,3.77,7.26,0.52,0.52,1.84,3.02,0.61,3.42,5.3,8.71,1.01,0.51,0.72,1.16,2.32,9.43,No
Troy Bell,6.0,0.0,5.67,0.67,3.0,0.22,0.0,0.67,0.0,0.67,2.33,0.29,0.22,0.5,0.5,1.0,0.5,0.17,0.67,0.67,0.17,0.0,1.0,1.0,1.83,No
Troy Brown Jr.,121.0,32.0,20.76,3.06,7.07,0.43,0.69,2.05,0.33,2.37,5.02,0.47,0.48,1.17,1.54,0.76,0.92,3.45,4.36,2.13,0.88,0.1,0.9,1.55,7.97,No
Troy Caupain,4.0,0.0,4.0,1.0,2.0,0.5,0.5,0.75,0.67,0.5,1.25,0.4,0.62,0.0,0.0,0.0,0.25,0.5,0.75,1.0,0.25,0.0,0.0,0.0,2.5,No
Troy Daniels,433.0,20.0,13.8,2.08,5.23,0.4,1.49,3.82,0.39,0.59,1.41,0.42,0.54,0.38,0.48,0.79,0.22,1.01,1.23,0.52,0.27,0.06,0.51,1.17,6.02,No
Troy Hudson,517.0,168.0,21.82,3.32,8.27,0.4,0.87,2.58,0.34,2.44,5.7,0.43,0.45,1.46,1.71,0.86,0.37,1.32,1.7,3.38,0.53,0.06,1.58,1.33,8.97,No
Troy Murphy,832.0,534.0,26.73,3.79,8.53,0.44,0.81,2.11,0.38,2.98,6.41,0.46,0.49,2.02,2.59,0.78,1.8,5.7,7.49,1.49,0.65,0.41,1.18,2.56,10.42,No
Troy Williams,123.0,34.0,16.59,2.37,5.28,0.45,0.59,1.98,0.3,1.79,3.3,0.54,0.5,0.74,1.13,0.65,0.7,1.93,2.63,0.76,0.85,0.29,0.9,1.83,6.07,No
Truck Robinson,386.0,212.0,34.04,6.17,12.34,0.5,0.0,0.0,1.0,6.17,12.34,0.5,0.5,2.8,4.31,0.65,2.61,6.44,9.04,1.99,0.7,0.46,2.74,3.0,15.15,No
Ty Jerome,31.0,0.0,10.58,1.23,3.65,0.34,0.45,1.61,0.28,0.77,2.03,0.38,0.4,0.39,0.52,0.75,0.23,1.26,1.48,1.42,0.48,0.1,0.58,0.94,3.29,No
Ty Lawson,617.0,357.0,28.36,4.27,9.36,0.46,0.82,2.31,0.36,3.45,7.05,0.49,0.5,2.55,3.32,0.77,0.61,2.02,2.64,5.76,1.12,0.1,2.03,1.6,11.91,No
Tyler Cavanaugh,50.0,1.0,11.14,1.4,3.24,0.43,0.66,1.88,0.35,0.74,1.36,0.54,0.53,0.38,0.46,0.83,0.96,1.74,2.7,0.56,0.18,0.08,0.3,1.28,3.84,No
Tyler Cook,26.0,0.0,4.15,0.62,0.92,0.67,0.0,0.0,0.0,0.62,0.92,0.67,0.67,0.54,0.62,0.87,0.46,0.62,1.08,0.08,0.23,0.0,0.23,0.38,1.77,No
Tyler Davis,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
Tyler Dorsey,152.0,27.0,15.59,2.36,5.99,0.39,1.05,3.05,0.35,1.3,2.94,0.44,0.48,0.8,1.22,0.65,0.47,1.88,2.34,1.26,0.3,0.06,0.6,1.11,6.56,No
Tyler Ennis,272.0,24.0,12.26,1.7,4.1,0.41,0.39,1.18,0.33,1.31,2.92,0.45,0.46,0.36,0.47,0.78,0.24,0.98,1.21,1.9,0.52,0.09,0.95,1.2,4.15,No
Tyler Hansbrough,428.0,50.0,16.9,2.21,5.04,0.44,0.01,0.05,0.14,2.21,4.99,0.44,0.44,2.3,3.11,0.74,1.74,2.48,4.22,0.42,0.48,0.21,0.75,2.03,6.73,No
Tyler Herro,55.0,8.0,27.42,4.91,11.47,0.43,2.11,5.42,0.39,2.8,6.05,0.46,0.52,1.58,1.82,0.87,0.29,3.78,4.07,2.2,0.62,0.16,1.58,1.38,13.51,No
Tyler Honeycutt,24.0,0.0,5.0,0.46,1.46,0.31,0.04,0.21,0.2,0.42,1.25,0.33,0.33,0.21,0.29,0.71,0.25,0.75,1.0,0.38,0.17,0.17,0.29,0.21,1.17,No
Tyler Johnson,405.0,104.0,25.12,3.66,8.63,0.42,1.27,3.58,0.35,2.39,5.05,0.47,0.5,1.62,2.09,0.78,0.57,2.47,3.03,2.47,0.84,0.43,1.14,1.83,10.21,No
Tyler Lydon,26.0,0.0,3.69,0.35,0.69,0.5,0.15,0.38,0.4,0.19,0.31,0.62,0.61,0.04,0.12,0.33,0.27,0.42,0.69,0.23,0.08,0.0,0.15,0.38,0.88,No
Tyler Ulis,133.0,58.0,20.92,2.99,7.43,0.4,0.47,1.69,0.28,2.52,5.74,0.44,0.43,1.05,1.29,0.81,0.33,1.35,1.68,4.04,0.89,0.09,1.53,1.45,7.5,No
Tyler Zeller,486.0,201.0,17.4,2.81,5.45,0.52,0.04,0.13,0.31,2.77,5.32,0.52,0.52,1.26,1.66,0.76,1.56,2.86,4.42,0.86,0.25,0.57,0.82,2.15,6.91,No
Tyreke Evans,634.0,432.0,30.02,5.77,13.17,0.44,0.85,2.63,0.33,4.92,10.54,0.47,0.47,2.99,3.95,0.76,0.81,3.7,4.51,4.69,1.21,0.36,2.44,2.16,15.39,No
Tyrone Corbin,1363.0,489.0,24.99,3.51,7.68,0.46,0.15,0.51,0.29,3.36,7.17,0.47,0.47,1.62,2.04,0.8,1.6,3.04,4.64,1.71,1.1,0.24,1.21,2.4,8.8,No
Tyrone Hill,895.0,676.0,27.76,3.45,6.95,0.5,0.0,0.01,0.0,3.45,6.93,0.5,0.5,2.23,3.5,0.64,2.95,5.47,8.42,0.81,0.78,0.47,1.53,3.59,9.13,No
Tyrone Nesby,317.0,152.0,25.91,3.49,8.84,0.4,0.76,2.47,0.31,2.74,6.36,0.43,0.44,1.54,1.98,0.78,1.09,2.42,3.51,1.41,0.99,0.36,1.05,2.59,9.28,No
Tyrone Wallace,106.0,19.0,15.46,2.04,4.79,0.43,0.14,0.7,0.2,1.9,4.09,0.46,0.44,0.96,1.43,0.67,0.42,1.74,2.15,1.19,0.52,0.2,0.87,1.75,5.18,No
Tyronn Lue,718.0,225.0,22.04,3.13,7.11,0.44,0.81,2.06,0.39,2.32,5.06,0.46,0.5,1.25,1.51,0.83,0.22,1.44,1.66,3.04,0.47,0.02,1.13,1.87,8.31,No
Tyrus Thomas,456.0,132.0,20.07,2.94,6.67,0.44,0.02,0.08,0.22,2.92,6.59,0.44,0.44,2.0,2.75,0.73,1.38,3.6,4.98,0.88,0.86,1.34,1.36,2.45,7.9,No
Tyshawn Taylor,61.0,3.0,8.05,1.03,2.92,0.35,0.15,0.41,0.36,0.89,2.51,0.35,0.38,0.64,0.93,0.68,0.08,0.46,0.54,0.93,0.41,0.02,0.92,0.89,2.85,No
Tyson Chandler,1215.0,892.0,26.74,2.98,4.99,0.6,0.0,0.01,0.0,2.98,4.98,0.6,0.6,2.01,3.13,0.64,2.98,5.89,8.87,0.83,0.54,1.12,1.4,2.78,7.97,No
Tyson Wheeler,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,1.0,2.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,No
Tyus Edney,226.0,87.0,20.99,2.58,6.36,0.41,0.29,0.89,0.32,2.29,5.47,0.42,0.43,2.2,2.73,0.81,0.54,1.2,1.74,4.03,0.96,0.03,1.75,1.71,7.65,No
Tyus Jones,312.0,40.0,17.97,2.12,4.94,0.43,0.56,1.62,0.34,1.57,3.32,0.47,0.49,0.75,0.93,0.8,0.21,1.34,1.55,3.55,1.01,0.08,0.74,1.01,5.55,No
Udonis Haslem,858.0,500.0,25.13,3.08,6.29,0.49,0.01,0.07,0.09,3.07,6.23,0.49,0.49,1.44,1.9,0.76,1.87,4.83,6.71,0.85,0.49,0.29,0.94,2.38,7.6,No
Uroš Slokar,20.0,0.0,3.6,0.7,1.3,0.54,0.05,0.1,0.5,0.65,1.2,0.54,0.56,0.45,0.65,0.69,0.35,0.35,0.7,0.05,0.05,0.1,0.45,0.55,1.9,No
Uwe Blab,282.0,67.0,8.85,0.79,1.86,0.43,0.0,0.0,0.0,0.79,1.86,0.43,0.43,0.55,0.92,0.6,0.56,1.29,1.85,0.45,0.07,0.38,0.62,1.58,2.14,No
Vander Blue,10.0,1.0,13.4,1.2,3.9,0.31,0.2,1.3,0.15,1.0,2.6,0.38,0.33,0.4,1.2,0.33,0.2,1.1,1.3,1.2,0.4,0.0,1.1,0.7,3.0,No
Vassilis Spanoulis,31.0,0.0,8.77,0.74,2.32,0.32,0.16,0.94,0.17,0.58,1.39,0.42,0.35,1.1,1.35,0.81,0.16,0.55,0.71,0.9,0.23,0.03,0.94,1.06,2.74,No
Vern Fleming,893.0,523.0,27.68,4.44,8.91,0.5,0.04,0.24,0.18,4.4,8.67,0.51,0.5,2.42,3.16,0.76,1.1,2.28,3.37,4.81,1.04,0.12,2.01,2.24,11.34,No
Vernon Macklin,23.0,0.0,5.87,0.83,1.52,0.54,0.0,0.0,0.0,0.83,1.52,0.54,0.54,0.35,0.61,0.57,0.61,0.87,1.48,0.22,0.17,0.17,0.13,0.39,2.0,No
Vernon Maxwell,1019.0,515.0,27.08,4.3,10.78,0.4,1.33,4.18,0.32,2.97,6.6,0.45,0.46,1.96,2.7,0.73,0.44,2.07,2.5,3.25,1.08,0.17,1.85,2.01,11.89,No
Viacheslav Kravtsov,45.0,0.0,6.29,0.91,1.36,0.67,0.0,0.0,0.0,0.91,1.36,0.67,0.67,0.33,1.0,0.33,0.73,0.64,1.38,0.22,0.11,0.22,0.44,0.87,2.16,No
Vic Law,8.0,0.0,7.75,0.75,2.25,0.33,0.12,0.88,0.14,0.62,1.38,0.45,0.36,0.25,0.75,0.33,0.25,1.12,1.38,0.38,0.25,0.0,0.25,0.75,1.88,No
Victor Alexander,286.0,155.0,20.12,3.85,7.43,0.52,0.06,0.22,0.29,3.79,7.21,0.52,0.52,1.13,1.78,0.63,1.56,3.28,4.84,0.9,0.47,0.62,1.32,2.49,8.89,No
Victor Claver,80.0,16.0,13.4,1.25,3.14,0.4,0.42,1.45,0.29,0.82,1.69,0.49,0.47,0.3,0.51,0.59,0.54,1.69,2.22,0.7,0.38,0.2,0.72,1.29,3.22,No
Victor Oladipo,421.0,361.0,32.99,6.38,14.49,0.44,1.55,4.42,0.35,4.84,10.07,0.48,0.49,3.03,3.82,0.79,0.61,3.98,4.59,3.91,1.66,0.48,2.57,2.4,17.35,No
Viktor Khryapa,143.0,58.0,16.44,1.76,3.97,0.44,0.1,0.34,0.29,1.66,3.63,0.46,0.46,0.89,1.35,0.66,1.17,2.27,3.44,0.99,0.6,0.34,0.97,2.47,4.5,No
Vin Baker,872.0,637.0,31.25,5.63,11.64,0.48,0.05,0.21,0.22,5.59,11.43,0.49,0.49,2.91,4.54,0.64,2.74,4.35,7.09,1.82,0.7,0.96,2.12,3.16,14.23,No
Vince Carter,1691.0,1122.0,30.31,6.14,14.06,0.44,1.5,4.02,0.37,4.64,10.03,0.46,0.49,3.16,3.97,0.8,1.08,3.23,4.31,3.07,1.01,0.57,1.68,2.62,16.93,No
Vince Edwards,2.0,0.0,8.0,0.5,2.0,0.25,0.5,2.0,0.25,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,No
Vince Hunter,4.0,0.0,1.75,0.75,1.25,0.6,0.0,0.0,0.0,0.75,1.25,0.6,0.6,0.0,0.0,0.0,0.5,0.25,0.75,0.0,0.0,0.25,0.25,0.0,1.5,No
Vince Taylor,31.0,0.0,10.35,1.19,3.29,0.36,0.0,0.0,0.0,1.19,3.29,0.36,0.36,0.68,1.03,0.66,0.61,0.55,1.16,1.32,0.65,0.06,0.97,1.74,3.06,No
Vincent Askew,583.0,31.0,19.43,2.48,5.2,0.48,0.15,0.49,0.3,2.34,4.71,0.5,0.49,1.68,2.24,0.75,0.84,1.63,2.46,2.11,0.62,0.22,1.06,2.11,6.79,No
Vincent Poirier,22.0,0.0,5.91,0.77,1.64,0.47,0.05,0.09,0.5,0.73,1.55,0.47,0.49,0.27,0.32,0.86,0.59,1.36,1.95,0.36,0.09,0.41,0.36,1.14,1.86,No
Vincent Yarbrough,59.0,39.0,23.41,2.85,7.25,0.39,0.36,1.32,0.27,2.49,5.93,0.42,0.42,0.83,1.05,0.79,0.61,2.14,2.75,2.2,0.97,0.56,1.37,2.46,6.88,No
Vincenzo Esposito,30.0,0.0,9.4,1.2,3.33,0.36,0.43,1.87,0.23,0.77,1.47,0.52,0.42,1.03,1.3,0.79,0.13,0.4,0.53,0.77,0.23,0.0,1.3,0.9,3.87,No
Vinnie Johnson,1058.0,202.0,24.2,4.82,10.36,0.47,0.08,0.32,0.25,4.74,10.04,0.47,0.47,1.97,2.66,0.74,1.45,1.64,3.09,3.2,0.86,0.26,1.57,2.05,11.69,No
Vinny Del Negro,836.0,371.0,24.08,3.55,7.49,0.47,0.29,0.83,0.35,3.26,6.67,0.49,0.49,1.33,1.58,0.84,0.35,1.91,2.26,3.12,0.72,0.08,1.02,1.85,8.72,No
Vitaly Potapenko,693.0,245.0,19.27,2.71,5.64,0.48,0.0,0.01,0.14,2.71,5.63,0.48,0.48,1.18,1.74,0.68,1.74,2.76,4.5,0.72,0.43,0.36,1.3,2.53,6.61,No
Vlade Divac,1134.0,979.0,29.84,4.59,9.27,0.5,0.09,0.38,0.23,4.5,8.89,0.51,0.5,2.55,3.68,0.69,2.54,5.68,8.22,3.12,1.14,1.44,2.18,3.18,11.81,Yes
Vladimir Radmanović,933.0,291.0,21.94,2.9,7.03,0.41,1.33,3.53,0.38,1.57,3.5,0.45,0.51,0.82,1.08,0.76,0.87,2.92,3.8,1.35,0.72,0.34,1.15,2.11,7.96,No
Vladimir Stepania,270.0,19.0,13.8,1.69,3.97,0.42,0.01,0.06,0.13,1.68,3.91,0.43,0.43,0.76,1.42,0.54,1.64,2.73,4.37,0.35,0.41,0.53,0.79,1.79,4.14,No
Vlatko Čančar,14.0,0.0,3.21,0.43,1.07,0.4,0.07,0.43,0.17,0.36,0.64,0.56,0.43,0.29,0.29,1.0,0.36,0.36,0.71,0.21,0.07,0.07,0.21,0.5,1.21,No
Voise Winters,4.0,0.0,4.25,0.75,3.25,0.23,0.0,0.25,0.0,0.75,3.0,0.25,0.23,0.0,0.0,0.0,0.25,0.5,0.75,0.0,0.25,0.0,0.5,0.25,1.5,No
Von Wafer,229.0,14.0,11.48,1.78,4.32,0.41,0.46,1.48,0.31,1.31,2.83,0.46,0.47,0.79,1.05,0.75,0.17,0.93,1.1,0.67,0.33,0.1,0.62,0.71,4.8,No
Vonteego Cummings,199.0,23.0,19.04,2.62,6.83,0.38,0.55,1.71,0.32,2.07,5.12,0.4,0.42,1.16,1.59,0.73,0.59,1.28,1.87,2.68,0.88,0.16,1.3,1.94,6.94,No
Voshon Lenard,591.0,327.0,26.75,4.26,10.29,0.41,1.63,4.26,0.38,2.64,6.04,0.44,0.49,1.59,2.03,0.78,0.6,2.21,2.8,2.07,0.75,0.23,1.32,2.12,11.74,No
Vítor Luiz Faverani,37.0,8.0,13.19,1.73,3.97,0.44,0.32,1.08,0.3,1.41,2.89,0.49,0.48,0.65,1.0,0.65,1.14,2.32,3.46,0.43,0.38,0.73,1.11,2.0,4.43,No
Wade Baldwin,56.0,1.0,10.34,1.07,3.02,0.36,0.16,0.64,0.25,0.91,2.38,0.38,0.38,0.8,1.04,0.78,0.25,0.98,1.23,1.39,0.38,0.18,1.02,1.12,3.11,No
Walker Russell,183.0,3.0,11.61,1.16,3.01,0.38,0.05,0.28,0.2,1.1,2.73,0.4,0.39,0.62,0.8,0.78,0.32,0.85,1.16,2.23,0.41,0.06,1.28,1.22,2.99,No
Wallace Bryant,119.0,51.0,13.55,1.25,3.17,0.4,0.0,0.0,0.0,1.25,3.17,0.4,0.4,0.55,0.97,0.57,1.22,2.37,3.59,1.07,0.34,0.38,0.67,1.97,3.06,No
Wally Rank,25.0,0.0,6.12,0.84,2.28,0.37,0.0,0.0,0.0,0.84,2.28,0.37,0.37,0.52,1.12,0.46,0.68,0.52,1.2,0.68,0.28,0.04,1.04,1.32,2.2,No
Wally Szczerbiak,798.0,466.0,30.72,5.38,11.19,0.48,0.98,2.41,0.41,4.4,8.77,0.5,0.52,2.58,2.99,0.86,0.98,2.94,3.92,2.32,0.57,0.24,1.48,2.05,14.31,No
Wally Walker,362.0,147.0,20.63,3.35,7.12,0.47,0.01,0.04,0.2,3.34,7.07,0.47,0.47,0.9,1.38,0.65,1.22,2.25,3.47,1.79,0.45,0.2,1.25,2.08,7.6,No
Walt Frazier,3.0,0.0,9.0,1.33,3.67,0.36,0.0,0.33,0.0,1.33,3.33,0.4,0.36,0.67,0.67,1.0,0.33,0.67,1.0,2.67,0.67,0.33,1.33,0.67,3.33,Yes
Walt Lemon Jr.,11.0,3.0,18.36,4.09,9.36,0.44,0.27,0.55,0.5,3.82,8.82,0.43,0.45,0.91,1.27,0.71,0.36,2.27,2.64,3.18,1.0,0.18,1.27,1.73,9.36,No
Walt Williams,840.0,499.0,26.73,4.22,9.96,0.42,1.39,3.68,0.38,2.83,6.28,0.45,0.49,2.05,2.75,0.75,1.09,2.86,3.94,2.37,0.95,0.59,1.86,2.91,11.89,No
Walter Berry,337.0,208.0,23.16,5.53,10.37,0.53,0.01,0.03,0.2,5.52,10.34,0.53,0.53,2.27,3.51,0.65,1.84,2.75,4.59,1.41,0.56,0.71,1.92,2.86,13.33,No
Walter Bond,176.0,42.0,15.44,2.09,5.05,0.41,0.32,1.01,0.31,1.77,4.04,0.44,0.45,1.07,1.4,0.76,0.5,1.32,1.82,1.14,0.59,0.22,0.93,2.31,5.57,No
Walter Davis,944.0,387.0,26.82,7.38,14.7,0.5,0.18,0.65,0.27,7.21,14.05,0.51,0.51,2.66,3.09,0.86,0.73,1.79,2.52,3.59,1.17,0.1,2.17,2.24,17.6,No
Walter Herrmann,197.0,12.0,11.74,1.87,4.19,0.45,0.68,1.84,0.37,1.19,2.35,0.51,0.53,0.52,0.65,0.8,0.51,1.48,1.99,0.43,0.19,0.07,0.37,0.85,4.93,No
Walter Jordan,30.0,0.0,6.9,0.97,2.5,0.39,0.0,0.0,0.0,0.97,2.5,0.39,0.39,0.33,0.57,0.59,0.77,0.63,1.4,0.37,0.37,0.17,0.57,1.17,2.27,No
Walter McCarty,665.0,108.0,16.96,1.78,4.54,0.39,0.77,2.22,0.35,1.02,2.33,0.44,0.48,0.65,0.94,0.69,0.66,1.88,2.54,1.06,0.61,0.28,0.84,2.04,4.99,No
Walter Palmer,48.0,0.0,4.35,0.88,2.12,0.41,0.0,0.02,0.0,0.88,2.1,0.42,0.41,0.33,0.5,0.67,0.38,0.98,1.35,0.23,0.08,0.19,0.33,1.02,2.08,No
Walter Sharpe,8.0,0.0,2.5,0.5,1.38,0.36,0.0,0.25,0.0,0.5,1.12,0.44,0.36,0.0,0.25,0.0,0.0,0.38,0.38,0.0,0.0,0.25,0.0,0.38,1.0,No
Wang Zhizhi,153.0,1.0,8.95,1.5,3.64,0.41,0.48,1.28,0.38,1.02,2.36,0.43,0.48,0.76,1.03,0.75,0.39,1.24,1.63,0.27,0.18,0.26,0.48,1.1,4.25,No
Warren Kidd,68.0,14.0,13.0,1.47,2.49,0.59,0.0,0.0,0.0,1.47,2.49,0.59,0.59,0.69,1.26,0.55,1.12,2.31,3.43,0.28,0.28,0.34,0.65,1.9,3.63,No
Wayman Tisdale,919.0,569.0,28.62,6.39,12.63,0.51,0.0,0.03,0.0,6.39,12.61,0.51,0.51,2.74,3.6,0.76,1.96,4.27,6.23,1.31,0.56,0.6,1.72,3.36,15.52,No
Wayne Cooper,919.0,461.0,21.2,3.39,7.41,0.46,0.01,0.05,0.15,3.38,7.35,0.46,0.46,1.35,1.83,0.74,2.24,4.09,6.33,0.9,0.31,1.62,1.23,3.29,8.14,No
Wayne Ellington,812.0,225.0,21.23,2.95,7.21,0.41,1.54,4.07,0.38,1.41,3.14,0.45,0.52,0.71,0.84,0.85,0.31,1.85,2.16,1.15,0.58,0.08,0.68,1.18,8.15,No
Wayne Englestad,11.0,0.0,4.55,1.0,2.64,0.38,0.0,0.0,0.0,1.0,2.64,0.38,0.38,0.55,0.91,0.6,0.45,1.0,1.45,0.64,0.09,0.0,0.27,1.09,2.55,No
Wayne Kreklow,25.0,0.0,4.0,0.44,1.88,0.23,0.04,0.16,0.25,0.4,1.72,0.23,0.24,0.28,0.4,0.7,0.08,0.4,0.48,0.36,0.08,0.04,0.4,0.8,1.2,No
Wayne Robinson,81.0,0.0,19.65,2.89,6.28,0.46,0.0,0.07,0.0,2.89,6.21,0.47,0.46,2.16,2.96,0.73,1.44,2.19,3.63,1.38,0.57,0.3,1.84,2.3,7.94,No
Wayne Sappleton,33.0,0.0,9.03,1.24,2.64,0.47,0.0,0.0,0.0,1.24,2.64,0.47,0.47,0.42,1.03,0.41,0.85,1.42,2.27,0.21,0.21,0.12,0.64,1.52,2.91,No
Wayne Selden,213.0,45.0,18.98,2.62,6.34,0.41,0.81,2.47,0.33,1.81,3.87,0.47,0.48,0.97,1.35,0.72,0.43,1.67,2.1,1.46,0.45,0.15,1.11,1.68,7.02,No
Wayne Simien,51.0,2.0,9.94,1.31,2.8,0.47,0.0,0.0,0.0,1.31,2.8,0.47,0.47,0.69,0.8,0.85,0.84,1.1,1.94,0.22,0.29,0.02,0.53,1.63,3.31,No
Wayne Turner,3.0,0.0,13.67,0.33,2.0,0.17,0.0,0.0,0.0,0.33,2.0,0.17,0.17,0.67,2.0,0.33,0.33,0.67,1.0,1.67,0.0,0.0,1.0,1.33,1.33,No
Wendell Carter Jr.,87.0,87.0,27.2,4.17,8.21,0.51,0.14,0.7,0.2,4.03,7.51,0.54,0.52,2.31,3.03,0.76,2.6,5.59,8.18,1.48,0.68,1.08,1.57,3.61,10.79,No
