Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HoF
Adonis Thomas,12.0,2.0,6.17,1.0,2.33,0.43,0.17,0.83,0.2,0.83,1.5,0.56,0.46,0.17,0.17,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.17,1.0,2.33,No
Adreian Payne,139.0,46.0,15.41,1.91,4.67,0.41,0.12,0.49,0.24,1.79,4.18,0.43,0.42,0.69,1.03,0.67,0.91,2.52,3.43,0.69,0.46,0.26,0.96,2.09,4.62,No
Adrian Branch,130.0,7.0,10.99,2.55,5.59,0.46,0.07,0.3,0.23,2.48,5.29,0.47,0.46,1.25,1.68,0.74,0.88,1.07,1.95,0.74,0.64,0.13,0.96,1.48,6.42,No
Adrian Caldwell,242.0,1.0,8.98,0.84,1.78,0.47,0.0,0.02,0.0,0.84,1.76,0.48,0.47,0.34,0.77,0.44,0.98,1.76,2.74,0.19,0.3,0.2,0.64,1.48,2.03,No
Adrian Dantley,812.0,613.0,35.77,8.8,16.22,0.54,0.01,0.05,0.17,8.79,16.17,0.54,0.54,7.37,9.01,0.82,2.07,3.14,5.2,3.04,0.88,0.14,2.81,2.62,24.97,Yes
Adrian Griffin,512.0,181.0,16.22,1.59,3.65,0.44,0.1,0.35,0.28,1.49,3.3,0.45,0.45,0.59,0.78,0.76,1.04,2.02,3.07,1.33,0.88,0.12,0.69,1.77,3.88,No
Al Harrington,1132.0,579.0,29.26,5.35,12.03,0.44,1.13,3.13,0.36,4.22,8.9,0.47,0.49,2.3,3.15,0.73,1.54,4.14,5.68,1.68,0.89,0.26,1.92,3.15,14.13,No
Al Horford,853.0,843.0,32.6,5.86,11.27,0.52,0.54,1.49,0.36,5.31,9.77,0.54,0.54,1.68,2.23,0.75,2.11,6.16,8.27,3.3,0.81,1.18,1.58,2.28,13.94,No
Al Jefferson,915.0,651.0,28.74,6.73,13.49,0.5,0.01,0.07,0.12,6.72,13.42,0.5,0.5,2.2,3.1,0.71,2.24,6.16,8.4,1.47,0.69,1.19,1.32,2.57,15.68,No
Al Skinner,2.0,0.0,5.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,No
Al Thornton,442.0,236.0,26.55,4.28,9.36,0.46,0.21,0.73,0.29,4.07,8.63,0.47,0.47,2.21,2.96,0.75,1.28,2.66,3.94,1.14,0.6,0.45,1.33,2.53,10.98,No
Al Wood,465.0,251.0,23.37,4.64,9.97,0.47,0.09,0.46,0.2,4.55,9.51,0.48,0.47,2.14,2.71,0.79,1.1,1.91,3.0,1.72,0.73,0.36,1.38,2.26,11.52,No
Al-Farouq Aminu,688.0,431.0,25.09,2.78,6.6,0.42,0.78,2.32,0.34,2.0,4.28,0.47,0.48,1.3,1.74,0.74,1.4,4.67,6.06,1.23,0.96,0.56,1.21,1.85,7.63,No
Alaa Abdelnaby,385.0,105.0,13.03,2.55,5.04,0.51,0.0,0.02,0.0,2.55,5.02,0.51,0.51,0.86,1.23,0.71,1.16,2.21,3.37,0.32,0.29,0.28,1.01,2.02,5.97,No
Alan Anderson,330.0,66.0,20.58,2.55,6.32,0.4,1.0,2.92,0.34,1.55,3.4,0.46,0.48,1.22,1.5,0.82,0.46,1.71,2.16,1.12,0.55,0.09,0.88,1.82,7.34,No
Alan Hardy,60.0,0.0,7.02,1.4,3.25,0.43,0.0,0.08,0.0,1.4,3.17,0.44,0.43,0.42,0.65,0.64,0.37,0.52,0.88,0.38,0.17,0.22,0.52,0.75,3.22,No
Alan Henderson,652.0,220.0,21.13,3.03,6.46,0.47,0.01,0.04,0.19,3.02,6.42,0.47,0.47,1.74,2.73,0.64,2.19,2.8,4.98,0.61,0.56,0.46,1.1,2.2,7.81,No
Alan Ogg,86.0,1.0,7.98,0.93,1.92,0.48,0.0,0.02,0.0,0.93,1.9,0.49,0.48,0.33,0.56,0.58,0.59,1.07,1.66,0.2,0.15,0.71,0.38,1.6,2.19,No
Alan Williams,67.0,0.0,13.01,2.43,4.81,0.51,0.0,0.03,0.0,2.43,4.78,0.51,0.51,1.3,2.07,0.63,1.72,3.82,5.54,0.58,0.55,0.57,0.76,2.31,6.16,No
Alando Tucker,66.0,1.0,7.91,1.42,3.35,0.43,0.17,0.62,0.27,1.26,2.73,0.46,0.45,0.95,1.23,0.78,0.53,0.36,0.89,0.3,0.08,0.03,0.36,0.42,3.97,No
Albert King,534.0,326.0,24.04,5.07,11.0,0.46,0.1,0.39,0.27,4.97,10.61,0.47,0.47,1.87,2.36,0.79,1.42,2.81,4.24,2.19,0.85,0.37,2.16,3.02,12.12,No
Alec Burks,625.0,129.0,22.3,3.6,8.57,0.42,0.93,2.53,0.37,2.67,6.04,0.44,0.47,2.49,3.09,0.81,0.61,2.76,3.36,1.98,0.68,0.21,1.25,1.74,10.62,No
Alec Kessler,210.0,24.0,13.99,2.02,4.75,0.43,0.05,0.11,0.42,1.98,4.64,0.43,0.43,1.07,1.43,0.74,1.23,2.35,3.58,0.39,0.19,0.34,0.91,2.15,5.16,No
Alec Peters,20.0,0.0,11.25,1.4,3.7,0.38,0.9,2.9,0.31,0.5,0.8,0.62,0.5,0.4,0.5,0.8,0.4,1.45,1.85,0.6,0.1,0.1,0.2,0.65,4.1,No
Aleksandar Djordjevic,8.0,0.0,7.62,1.0,2.0,0.5,0.62,0.88,0.71,0.38,1.12,0.33,0.66,0.5,0.62,0.8,0.12,0.5,0.62,0.62,0.0,0.0,0.62,0.38,3.12,No
Aleksandar Radojević,15.0,6.0,10.13,0.53,1.73,0.31,0.0,0.0,0.0,0.53,1.73,0.31,0.31,0.67,1.07,0.62,0.73,1.67,2.4,0.47,0.13,0.2,1.33,2.47,1.73,No
Alen Smailagić,14.0,0.0,9.93,1.43,2.86,0.5,0.21,0.93,0.23,1.21,1.93,0.63,0.54,1.14,1.36,0.84,0.71,1.21,1.93,0.93,0.21,0.29,0.79,1.0,4.21,No
Alex Acker,55.0,0.0,7.87,1.16,3.05,0.38,0.27,0.82,0.33,0.89,2.24,0.4,0.43,0.18,0.36,0.5,0.31,0.65,0.96,0.51,0.2,0.15,0.33,0.4,2.78,No
Alex Blackwell,27.0,0.0,4.04,0.52,1.56,0.33,0.0,0.11,0.0,0.52,1.44,0.36,0.33,0.22,0.3,0.75,0.37,0.48,0.85,0.26,0.15,0.07,0.19,0.52,1.26,No
Alex Bradley,39.0,0.0,8.49,1.38,2.64,0.52,0.0,0.03,0.0,1.38,2.62,0.53,0.52,0.74,1.23,0.6,0.79,0.87,1.67,0.28,0.31,0.13,0.72,0.95,3.51,No
Alex Caruso,126.0,13.0,18.0,1.96,4.6,0.43,0.61,1.69,0.36,1.35,2.91,0.46,0.49,1.12,1.49,0.75,0.41,1.61,2.02,2.19,0.93,0.29,1.09,1.62,5.65,No
Alex English,1048.0,753.0,33.94,9.71,19.21,0.51,0.02,0.08,0.22,9.69,19.13,0.51,0.51,3.97,4.75,0.84,2.46,3.19,5.65,3.96,0.97,0.71,2.58,2.64,23.41,Yes
Alex Garcia,10.0,3.0,15.9,1.9,5.9,0.32,0.5,1.8,0.28,1.4,4.1,0.34,0.36,0.4,0.6,0.67,0.7,0.8,1.5,1.8,0.6,0.1,0.9,1.5,4.7,No
Alex Kirk,5.0,0.0,2.8,0.2,0.8,0.25,0.0,0.0,0.0,0.2,0.8,0.25,0.25,0.4,0.4,1.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.8,No
Alex Len,522.0,195.0,19.43,3.05,6.1,0.5,0.21,0.66,0.32,2.84,5.43,0.52,0.52,1.63,2.37,0.69,2.01,4.2,6.21,0.85,0.41,0.98,1.21,2.61,7.95,No
Alex Poythress,52.0,2.0,10.88,1.46,3.1,0.47,0.37,1.02,0.36,1.1,2.08,0.53,0.53,0.5,0.75,0.67,0.9,1.44,2.35,0.46,0.19,0.25,0.35,1.48,3.79,No
Alex Scales,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
Alex Stepheson,16.0,0.0,9.12,1.12,3.38,0.33,0.0,0.0,0.0,1.12,3.38,0.33,0.33,0.5,1.5,0.33,2.38,1.12,3.5,0.25,0.12,0.62,0.0,1.5,2.75,No
Alex Stivrins,41.0,0.0,4.05,0.95,2.0,0.48,0.0,0.1,0.0,0.95,1.9,0.5,0.48,0.17,0.29,0.58,0.41,0.59,1.0,0.17,0.1,0.1,0.41,0.59,2.07,No
Alexander Johnson,102.0,25.0,12.76,1.49,2.88,0.52,0.0,0.0,0.0,1.49,2.88,0.52,0.52,1.32,1.97,0.67,0.8,1.89,2.7,0.29,0.37,0.44,0.87,2.13,4.3,No
Alexander Volkov,149.0,31.0,16.46,2.6,5.72,0.45,0.32,0.97,0.33,2.28,4.76,0.48,0.48,1.31,2.13,0.61,1.04,1.54,2.58,2.23,0.68,0.35,1.03,2.31,6.84,No
Alexey Shved,224.0,34.0,18.03,2.58,6.88,0.37,0.93,2.98,0.31,1.65,3.9,0.42,0.44,1.87,2.41,0.77,0.48,1.54,2.03,2.53,0.62,0.25,1.3,1.11,7.96,No
Alexis Ajinça,327.0,78.0,12.98,2.15,4.33,0.5,0.07,0.23,0.32,2.08,4.1,0.51,0.51,0.81,1.02,0.79,1.11,2.65,3.76,0.47,0.35,0.61,0.82,2.24,5.19,No
Alfonzo McKinnie,126.0,6.0,13.09,1.71,3.66,0.47,0.47,1.52,0.31,1.24,2.13,0.58,0.53,0.4,0.65,0.62,0.94,1.97,2.91,0.37,0.33,0.19,0.47,1.7,4.29,No
Alfredrick Hughes,68.0,0.0,12.74,2.24,5.47,0.41,0.04,0.25,0.18,2.19,5.22,0.42,0.41,0.72,1.24,0.58,0.72,0.94,1.66,0.9,0.38,0.07,0.93,1.16,5.24,No
Alize Johnson,31.0,1.0,5.87,0.52,1.45,0.36,0.13,0.32,0.4,0.39,1.13,0.34,0.4,0.35,0.58,0.61,0.65,1.52,2.16,0.26,0.13,0.16,0.23,0.61,1.52,No
Allan Bristow,283.0,54.0,23.71,3.22,7.05,0.46,0.06,0.2,0.29,3.16,6.85,0.46,0.46,1.79,2.19,0.82,1.47,3.27,4.73,4.39,0.78,0.06,1.93,2.36,8.28,No
Allan Houston,839.0,727.0,33.74,6.36,14.32,0.44,1.56,3.87,0.4,4.81,10.45,0.46,0.5,3.07,3.55,0.86,0.42,2.48,2.9,2.37,0.67,0.17,2.1,2.46,17.34,No
Allan Ray,47.0,5.0,15.11,2.13,5.51,0.39,1.02,2.47,0.41,1.11,3.04,0.36,0.48,0.89,1.17,0.76,0.38,1.09,1.47,0.91,0.43,0.06,0.89,1.81,6.17,No
Allen Crabbe,418.0,114.0,23.39,3.08,7.33,0.42,1.56,4.1,0.38,1.52,3.23,0.47,0.53,0.94,1.14,0.83,0.29,2.46,2.75,1.12,0.57,0.26,0.72,1.94,8.67,No
Allen Iverson,1064.0,1042.0,40.7,8.96,21.02,0.43,1.09,3.48,0.31,7.87,17.54,0.45,0.45,6.8,8.7,0.78,0.77,2.84,3.61,6.1,2.08,0.17,3.52,1.89,25.81,Yes
Allen Leavell,700.0,244.0,23.21,3.64,8.09,0.45,0.2,0.86,0.23,3.44,7.23,0.48,0.46,2.06,2.48,0.83,0.42,1.24,1.66,4.77,1.33,0.17,1.89,2.13,9.55,No
Allonzo Trier,88.0,4.0,19.89,3.22,7.09,0.45,0.81,2.1,0.38,2.41,4.99,0.48,0.51,2.42,3.02,0.8,0.42,2.15,2.57,1.67,0.35,0.2,1.57,1.66,9.66,No
Alonzo Bradley,22.0,0.0,4.36,0.77,2.18,0.35,0.05,0.05,1.0,0.73,2.14,0.34,0.36,0.27,0.41,0.67,0.09,0.18,0.27,0.14,0.14,0.0,0.36,0.41,1.86,No
Alonzo Gee,527.0,249.0,20.59,2.29,5.24,0.44,0.41,1.25,0.33,1.88,3.99,0.47,0.48,1.31,1.75,0.75,0.93,2.18,3.1,0.96,0.86,0.24,1.02,1.79,6.31,No
Alonzo Mourning,875.0,703.0,30.49,5.96,11.33,0.53,0.03,0.1,0.25,5.94,11.23,0.53,0.53,4.73,6.86,0.69,2.56,5.83,8.38,1.1,0.48,2.78,2.59,3.31,16.68,Yes
Alphonso Ford,11.0,0.0,10.36,1.45,4.73,0.31,0.09,0.91,0.1,1.36,3.82,0.36,0.32,0.18,0.36,0.5,0.73,1.09,1.82,0.91,0.27,0.0,0.82,0.64,3.18,No
Alton Ford,73.0,0.0,7.18,0.96,1.89,0.51,0.0,0.0,0.0,0.96,1.89,0.51,0.51,0.63,0.9,0.7,0.48,1.22,1.7,0.15,0.08,0.11,0.51,1.58,2.55,No
Alton Lister,1017.0,601.0,19.37,2.52,4.93,0.51,0.0,0.01,0.11,2.52,4.92,0.51,0.51,1.29,2.15,0.6,1.88,4.29,6.17,0.92,0.35,1.49,1.47,3.26,6.33,No
Alvan Adams,689.0,342.0,26.11,5.16,10.24,0.5,0.0,0.02,0.13,5.16,10.21,0.5,0.5,2.22,2.74,0.81,1.8,4.42,6.22,3.85,1.27,0.7,2.44,3.18,12.55,No
Alvin Heggs,4.0,0.0,3.5,0.75,1.25,0.6,0.0,0.0,0.0,0.75,1.25,0.6,0.6,0.5,0.75,0.67,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,2.0,No
Alvin Jones,23.0,2.0,5.48,0.35,0.87,0.4,0.0,0.0,0.0,0.35,0.87,0.4,0.4,0.43,0.87,0.5,0.57,1.0,1.57,0.13,0.13,0.39,0.48,1.52,1.13,No
Alvin Robertson,848.0,734.0,31.46,5.49,11.54,0.48,0.33,1.09,0.3,5.17,10.45,0.49,0.49,2.25,3.04,0.74,2.04,3.07,5.11,4.94,2.67,0.4,2.65,3.37,13.56,No
Alvin Scott,465.0,70.0,16.3,1.68,3.59,0.47,0.01,0.04,0.2,1.67,3.55,0.47,0.47,1.05,1.4,0.75,0.91,1.83,2.74,1.36,0.58,0.58,0.93,1.58,4.41,No
Alvin Sims,4.0,0.0,6.25,1.0,2.5,0.4,0.25,0.25,1.0,0.75,2.25,0.33,0.45,0.5,1.25,0.4,0.75,0.25,1.0,1.25,0.5,0.0,1.5,0.5,2.75,No
Alvin Williams,514.0,347.0,26.62,3.48,8.23,0.42,0.42,1.35,0.31,3.06,6.89,0.44,0.45,1.34,1.77,0.76,0.54,1.84,2.38,3.85,1.14,0.22,1.32,1.9,8.73,No
Amal McCaskill,114.0,4.0,8.49,0.71,1.89,0.38,0.0,0.03,0.0,0.71,1.86,0.38,0.38,0.37,0.61,0.61,0.66,1.21,1.87,0.32,0.21,0.32,0.46,1.16,1.79,No
Amar'e Stoudemire,905.0,711.0,30.39,6.83,12.71,0.54,0.03,0.14,0.23,6.8,12.56,0.54,0.54,4.72,6.22,0.76,2.36,5.33,7.69,1.21,0.73,1.21,2.24,3.14,18.42,No
Amile Jefferson,30.0,0.0,4.73,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.4,0.73,0.55,0.53,0.93,1.47,0.23,0.13,0.2,0.13,0.5,1.4,No
Amir Coffey,18.0,1.0,8.83,1.28,3.0,0.43,0.33,1.06,0.32,0.94,1.94,0.49,0.48,0.33,0.61,0.55,0.22,0.67,0.89,0.78,0.28,0.11,0.44,1.11,3.22,No
Amir Johnson,870.0,485.0,21.06,2.94,5.16,0.57,0.12,0.37,0.33,2.82,4.79,0.59,0.58,1.01,1.5,0.67,1.98,3.41,5.39,1.23,0.6,0.96,1.07,2.96,7.01,No
Anderson Varejão,680.0,209.0,22.86,2.73,5.38,0.51,0.0,0.06,0.02,2.73,5.32,0.51,0.51,1.45,2.29,0.63,2.27,4.58,6.84,1.13,0.81,0.61,0.9,2.5,6.91,No
Andrae Patterson,40.0,0.0,7.6,1.15,2.52,0.46,0.0,0.12,0.0,1.15,2.4,0.48,0.46,0.7,0.9,0.78,0.78,0.9,1.68,0.4,0.5,0.18,0.57,1.65,3.0,No
Andray Blatche,564.0,191.0,22.1,4.13,8.83,0.47,0.09,0.39,0.24,4.03,8.44,0.48,0.47,1.77,2.45,0.72,1.85,3.51,5.36,1.41,0.87,0.81,1.62,2.45,10.12,No
Andre Barrett,124.0,2.0,12.77,1.39,3.78,0.37,0.27,1.09,0.24,1.12,2.69,0.42,0.4,0.38,0.52,0.73,0.33,0.77,1.1,2.06,0.47,0.02,0.72,1.07,3.42,No
Andre Brown,75.0,1.0,7.97,1.09,2.12,0.52,0.0,0.01,0.0,1.09,2.11,0.52,0.52,0.44,0.88,0.5,0.93,1.44,2.37,0.15,0.19,0.11,0.64,0.97,2.63,No
Andre Dawkins,4.0,0.0,5.5,0.25,1.5,0.17,0.25,1.5,0.17,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.25,0.75,0.75,No
Andre Drummond,656.0,604.0,31.2,6.22,11.5,0.54,0.03,0.21,0.14,6.19,11.29,0.55,0.54,2.29,4.86,0.47,4.74,9.21,13.95,1.42,1.44,1.57,2.1,3.21,14.76,No
Andre Emmett,14.0,0.0,5.21,0.43,0.93,0.46,0.0,0.07,0.0,0.43,0.86,0.5,0.46,0.57,0.93,0.62,0.14,0.43,0.57,0.07,0.14,0.07,0.21,0.43,1.43,No
Andre Iguodala,1129.0,779.0,33.17,4.32,9.29,0.47,0.89,2.67,0.33,3.43,6.62,0.52,0.51,2.47,3.48,0.71,0.94,4.12,5.06,4.32,1.49,0.51,1.89,1.81,12.0,No
Andre Ingram,6.0,0.0,13.17,1.33,3.83,0.35,0.83,2.0,0.42,0.5,1.83,0.27,0.46,0.5,0.5,1.0,0.33,1.0,1.33,1.17,0.67,0.5,0.67,0.5,4.0,No
Andre McCarter,43.0,0.0,10.42,1.19,3.14,0.38,0.05,0.19,0.25,1.14,2.95,0.39,0.39,0.42,0.56,0.75,0.37,0.53,0.91,1.7,0.33,0.0,0.56,0.84,2.84,No
Andre Miller,1562.0,1024.0,29.4,4.33,9.37,0.46,0.14,0.63,0.22,4.19,8.74,0.48,0.47,2.8,3.49,0.8,0.99,2.52,3.51,6.22,1.11,0.16,2.27,2.11,11.61,No
Andre Moore,20.0,0.0,5.0,0.9,2.7,0.33,0.0,0.0,0.0,0.9,2.7,0.33,0.33,0.6,0.8,0.75,0.6,0.8,1.4,0.6,0.2,0.1,0.4,0.6,2.4,No
Andre Owens,54.0,9.0,11.15,1.24,3.35,0.37,0.39,1.04,0.38,0.85,2.31,0.37,0.43,0.69,0.96,0.71,0.44,0.81,1.26,1.02,0.33,0.06,0.69,1.15,3.56,No
Andre Roberson,302.0,269.0,22.31,1.89,3.96,0.48,0.37,1.44,0.26,1.52,2.52,0.6,0.52,0.41,0.87,0.47,1.18,2.85,4.02,0.86,0.88,0.66,0.61,2.17,4.56,No
Andre Spencer,96.0,4.0,16.06,2.6,5.85,0.44,0.0,0.04,0.0,2.6,5.81,0.45,0.44,2.0,2.73,0.73,1.42,1.79,3.21,0.96,0.75,0.29,0.98,2.23,7.21,No
Andre Turner,181.0,4.0,14.57,1.76,4.23,0.42,0.08,0.34,0.23,1.68,3.89,0.43,0.42,0.79,1.03,0.77,0.36,1.13,1.5,3.08,0.8,0.02,1.24,1.17,4.38,No
Andre Wakefield,8.0,0.0,5.88,0.75,1.88,0.4,0.0,0.0,0.0,0.75,1.88,0.4,0.4,0.38,0.38,1.0,0.0,0.5,0.5,0.38,0.12,0.0,1.0,1.62,1.88,No
Andrea Bargnani,550.0,377.0,28.74,5.33,12.14,0.44,1.14,3.22,0.35,4.19,8.92,0.47,0.49,2.51,3.05,0.82,0.96,3.66,4.62,1.19,0.38,0.85,1.55,2.43,14.31,No
Andreas Glyniadakis,13.0,4.0,6.23,0.62,1.31,0.47,0.0,0.0,0.0,0.62,1.31,0.47,0.47,0.08,0.15,0.5,0.15,0.46,0.62,0.08,0.0,0.0,0.69,1.46,1.31,No
Andrei Kirilenko,797.0,546.0,30.01,3.95,8.33,0.47,0.46,1.49,0.31,3.49,6.84,0.51,0.5,3.48,4.61,0.75,1.76,3.7,5.46,2.72,1.38,1.83,1.9,2.01,11.83,No
Andrew Bogut,733.0,682.0,27.89,4.13,7.73,0.53,0.0,0.04,0.12,4.12,7.69,0.54,0.53,1.14,2.05,0.56,2.47,6.17,8.64,2.18,0.62,1.52,1.7,3.1,9.4,No
Andrew Bynum,444.0,338.0,25.24,4.53,8.27,0.55,0.0,0.02,0.11,4.53,8.25,0.55,0.55,2.31,3.33,0.69,2.39,5.19,7.58,1.17,0.31,1.55,1.53,2.39,11.37,No
Andrew DeClercq,634.0,285.0,17.27,1.98,3.92,0.51,0.0,0.0,0.0,1.98,3.91,0.51,0.51,1.06,1.69,0.63,1.78,2.55,4.33,0.58,0.69,0.52,0.95,3.08,5.03,No
Andrew Gaze,26.0,0.0,4.92,0.62,1.62,0.38,0.35,0.92,0.37,0.27,0.69,0.39,0.49,0.08,0.08,1.0,0.12,0.35,0.46,0.42,0.15,0.08,0.27,0.62,1.65,No
Andrew Goudelock,49.0,0.0,9.69,1.57,4.0,0.39,0.59,1.71,0.35,0.98,2.29,0.43,0.47,0.29,0.33,0.88,0.14,0.55,0.69,0.49,0.2,0.04,0.57,0.73,4.02,No
Andrew Harrison,162.0,64.0,19.59,2.04,5.52,0.37,0.62,2.15,0.29,1.42,3.38,0.42,0.42,1.89,2.4,0.79,0.36,1.54,1.9,2.61,0.61,0.31,1.17,2.47,6.58,No
Andrew Lang,808.0,449.0,21.92,2.64,5.66,0.47,0.01,0.03,0.24,2.63,5.63,0.47,0.47,1.23,1.63,0.75,1.66,3.25,4.91,0.61,0.46,1.52,1.02,2.82,6.51,No
Andrew Nicholson,323.0,36.0,13.69,2.33,5.04,0.46,0.28,0.92,0.31,2.04,4.12,0.5,0.49,0.64,0.83,0.77,0.63,2.21,2.84,0.42,0.28,0.31,0.71,1.59,5.57,No
Andrew Toney,468.0,246.0,26.94,6.11,12.22,0.5,0.29,0.86,0.34,5.81,11.36,0.51,0.51,3.42,4.29,0.8,0.5,1.65,2.16,4.2,0.79,0.22,2.98,2.87,15.94,No
Andrew White,15.0,0.0,13.93,1.67,4.87,0.34,1.2,3.27,0.37,0.47,1.6,0.29,0.47,0.07,0.27,0.25,0.27,2.0,2.27,0.4,0.2,0.07,0.53,0.8,4.6,No
Andrew Wiggins,508.0,508.0,35.63,7.36,16.67,0.44,1.28,3.86,0.33,6.08,12.81,0.47,0.48,3.91,5.35,0.73,1.26,3.18,4.43,2.49,0.98,0.65,2.14,2.18,19.92,No
Andris Biedriņš,516.0,311.0,21.6,2.78,4.67,0.59,0.0,0.0,0.0,2.78,4.66,0.59,0.59,0.74,1.48,0.5,2.31,4.73,7.04,0.91,0.64,1.12,0.93,3.15,6.29,No
Andrés Guibert,22.0,0.0,9.09,1.0,3.05,0.33,0.0,0.18,0.0,1.0,2.86,0.35,0.33,0.73,1.14,0.64,1.18,1.59,2.77,0.55,0.36,0.09,0.82,1.59,2.73,No
Andrés Nocioni,590.0,221.0,23.74,3.78,8.78,0.43,1.21,3.19,0.38,2.58,5.58,0.46,0.5,1.88,2.35,0.8,0.69,3.81,4.5,1.21,0.43,0.44,1.42,2.81,10.65,No
Andy Panko,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
Andy Rautins,5.0,0.0,4.8,0.6,1.4,0.43,0.2,0.8,0.25,0.4,0.6,0.67,0.5,0.2,0.4,0.5,0.0,0.2,0.2,0.6,0.2,0.0,1.4,0.0,1.6,No
Andy Toolson,60.0,15.0,8.72,0.97,2.43,0.4,0.25,0.73,0.34,0.72,1.7,0.42,0.45,0.47,0.62,0.76,0.53,0.68,1.22,0.53,0.23,0.03,0.43,1.17,2.65,No
Anfernee Hardaway,780.0,571.0,33.08,5.48,12.06,0.45,0.68,2.14,0.32,4.8,9.92,0.48,0.48,2.95,3.81,0.78,1.34,3.06,4.4,4.74,1.53,0.43,2.43,2.19,14.59,No
Anfernee Simons,90.0,5.0,17.67,2.69,6.66,0.4,0.94,2.83,0.33,1.74,3.82,0.46,0.47,0.94,1.2,0.79,0.31,1.52,1.83,1.22,0.3,0.11,0.8,1.6,7.27,No
Ansu Sesay,127.0,6.0,10.24,1.27,2.92,0.43,0.06,0.23,0.28,1.2,2.69,0.45,0.44,0.56,0.87,0.64,0.8,0.95,1.76,0.49,0.3,0.24,0.46,1.28,3.16,No
Antawn Jamison,1149.0,928.0,34.85,7.1,15.72,0.45,1.09,3.14,0.35,6.01,12.57,0.48,0.49,3.23,4.49,0.72,2.34,5.24,7.58,1.61,0.97,0.38,1.57,2.4,18.52,No
Ante Žižić,113.0,27.0,13.42,2.42,4.16,0.58,0.0,0.0,0.0,2.42,4.16,0.58,0.58,1.13,1.59,0.71,1.33,2.62,3.95,0.57,0.19,0.35,0.73,1.5,5.96,No
Anthony Avent,426.0,196.0,19.01,2.26,5.67,0.4,0.0,0.0,0.0,2.26,5.67,0.4,0.4,0.98,1.42,0.69,1.65,2.86,4.51,0.81,0.47,0.57,1.18,2.28,5.51,No
Anthony Bennett,151.0,4.0,12.62,1.66,4.25,0.39,0.24,0.91,0.26,1.42,3.33,0.43,0.42,0.79,1.19,0.67,0.87,2.25,3.13,0.51,0.38,0.18,0.66,1.36,4.36,No
Anthony Bonner,318.0,120.0,23.18,2.77,5.92,0.47,0.01,0.05,0.12,2.76,5.86,0.47,0.47,1.37,2.32,0.59,2.23,3.2,5.43,1.39,1.09,0.26,1.42,2.47,6.92,No
Anthony Bowie,461.0,87.0,18.11,2.7,5.7,0.47,0.15,0.46,0.32,2.56,5.24,0.49,0.49,0.83,1.01,0.82,0.65,1.57,2.21,1.82,0.62,0.23,1.04,1.54,6.39,No
Anthony Brown,52.0,11.0,17.71,1.46,4.37,0.33,0.67,2.4,0.28,0.79,1.96,0.4,0.41,0.33,0.38,0.85,0.48,2.13,2.62,0.69,0.46,0.13,0.52,1.23,3.92,No
Anthony Carter,656.0,181.0,19.28,1.94,4.8,0.4,0.2,0.77,0.25,1.75,4.03,0.43,0.43,0.67,0.95,0.71,0.38,1.68,2.06,3.71,0.96,0.18,1.52,1.76,4.75,No
Anthony Cook,141.0,25.0,12.07,1.36,3.06,0.44,0.0,0.05,0.0,1.36,3.01,0.45,0.44,0.68,1.34,0.51,1.36,2.07,3.43,0.27,0.33,0.74,0.55,1.15,3.4,No
Anthony Davis,528.0,523.0,34.54,8.91,17.28,0.52,0.48,1.5,0.32,8.43,15.78,0.53,0.53,5.71,7.12,0.8,2.56,7.83,10.38,2.24,1.38,2.39,1.94,2.39,24.01,No
Anthony Frederick,147.0,29.0,11.16,1.98,4.51,0.44,0.04,0.15,0.27,1.94,4.36,0.44,0.44,0.88,1.27,0.7,0.93,0.97,1.9,0.92,0.52,0.31,0.9,1.36,4.88,No
Anthony Goldwire,385.0,104.0,17.78,2.04,5.03,0.4,0.8,2.03,0.39,1.24,3.0,0.41,0.48,1.02,1.29,0.79,0.25,1.09,1.34,2.72,0.58,0.03,0.95,1.39,5.89,No
Anthony Grundy,12.0,0.0,9.0,1.58,3.17,0.5,0.42,1.25,0.33,1.17,1.92,0.61,0.57,0.75,1.17,0.64,0.08,1.33,1.42,0.75,0.58,0.0,0.75,1.17,4.33,No
